,MetaNetX ID,SMILES
1800,MNXM767,CCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1801,MNXM7698,CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)[O-]
1802,MNXM7699,CC(C)CCCC(C)CCCC(C)CCCC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1803,MNXM77,O=C(CO)COP(=O)([O-])[O-]
1804,MNXM7702,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1C/C=C\\\\CCCC(=O)[O-]
1805,MNXM7703,CCCCC[C@H](O)/C=C/C1=CCC(=O)[C@@H]1C/C=C\\\\CCCC(=O)[O-]
1806,MNXM772,C[C@@H]1CNC(=O)NC1=O
1807,MNXM773,O=C([O-])c1ccc(O)nc1
1808,MNXM7733,CCCCCCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OC[C@H](N[*])C([*])=O
1809,MNXM7749,CC(C)C(=O)SCCC(S)CCCCC(N)=O
1810,MNXM775,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H](O)CO)[C@@H](O)[C@H]2O)c(=O)n1
1811,MNXM77635,[*]C(=O)OCC(COP(=O)([O-])[O-])OC([*])=O
1812,MNXM778,O=C1O[C@H](CO)[C@@H](O)[C@@H]1O
1813,MNXM78,
1814,MNXM7807,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](CO)O[C@@H](O[C@@H]4[C@@H](CO)O[C@@H](O[C@@H]5[C@@H](CO)O[C@@H](O[C@@H]6[C@@H](CO)O[C@H](O[*])[C@H](NC(C)=O)[C@H]6O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@H](NC(C)=O)[C@H]5O)[C@H](NC(C)=O)[C@H]4O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])[C@H](NC(C)=O)[C@H]3O)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])O[C@H](CO)[C@@H](O[*])[C@@H]1O
1815,MNXM78287,CCCCC[C@H](O)/C=C/C1=C(CCCCCCC(=O)[O-])C(=O)CC1
1816,MNXM78290,CCCCC[C@H](O)C=C[C@H]1C(=O)C[C@H](O)[C@@H]1CCCCCCC(=O)[O-]
1817,MNXM78292,CC/C=C\\\\C[C@H](O)/C=C/[C@H]1C(=O)C[C@H](O)[C@@H]1C/C=C\\\\CCCC(=O)[O-]
1818,MNXM78294,CC/C=C\\\\C[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\\\\CCCC(=O)[O-]
1819,MNXM78295,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1CCCCCCC(=O)O
1820,MNXM78297,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H](O)[C@@H]1CC=CCCCC(=O)[O-]
1821,MNXM78299,CCCCC[C@@H](/C=C/[C@@H]1[C@@H]2C[C@@H](OO2)[C@H]1CCCCCCC(=O)[O-])OO
1822,MNXM78300,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H]2C[C@@H](OO2)[C@H]1CCCCCCC(=O)[O-]
1823,MNXM784,CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1824,MNXM7855,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1825,MNXM786,C[C@H](C[NH3+])C(=O)[O-]
1826,MNXM7864,CC(=O)N[C@H]1C(OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)[O-])C(=O)[O-]
1827,MNXM7865,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-]
1828,MNXM7881,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@@H]5O[C@H](CO)[C@@H](O[C@@H]6O[C@H](CO)[C@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1829,MNXM789,O=P(O)(O)O[C@H]1C[C@H](O)[C@@H](CO)O1
1830,MNXM79,Nc1nc2c(c(=O)[nH]1)N[C@@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)CN2
1831,MNXM791,Nc1c(NC[C@H](O)[C@H](O)[C@H](O)CO)[nH]c(=O)[nH]c1=O
1832,MNXM792,[NH3+]CCCCC(=O)[O-]
1833,MNXM793,CC(=O)OCC[N+](C)(C)C
1834,MNXM7931,CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OCCC(C)CC/C=C(/C)CC/C=C(\\\\C)CC/C=C(\\\\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H]1O
1835,MNXM7939,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1836,MNXM794,CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O
1837,MNXM7948,O=C([O-])[C@@H](O)[C@H](O)C(=O)[O-]
1838,MNXM795,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@H]1O
1839,MNXM796,C[NH2+]C
1840,MNXM797,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\\\\CCC(C)CCO
1841,MNXM799,C=C(O[C@H]1C=CC=C(C(=O)[O-])[C@@H]1O)C(=O)[O-]
1842,MNXM8,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1
1843,MNXM80,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
1844,MNXM801,C[C@H](O)C=O
1845,MNXM802,NC(=O)NCCC(=O)[O-]
1846,MNXM803,O=CCP(=O)([O-])O
1847,MNXM806,[NH3+]CCc1c[nH]c2ccccc12
1848,MNXM807,O=C([O-])C1=N[C@H](C(=O)[O-])CC=C1
1849,MNXM80754,CC(=O)NC1C(OP(=O)([O-])OP(=O)([O-])OC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CCC=C(C)C)OC(CO)C(O)C1OC1OC(C)C(O)C(O)C1O
1850,MNXM811,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]
1851,MNXM81220,NCSCCC(S)CCCCC(N)=O
1852,MNXM81221,[*]NC(=O)CCCCC(S)CCSCN
1853,MNXM81222,[*]NC(=O)CCCC[C@@H](S)CCSC(=O)CCCC(=O)O
1854,MNXM813,O=C([O-])/C=C(/CC(=O)[O-])C(=O)[O-]
1855,MNXM8131,CC(CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1856,MNXM8138,CC(C)CCCC(C)CCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
1857,MNXM816,O=C([O-])[C@H](O)[C@@H](O)C(=O)[O-]
1858,MNXM817,CC(=O)N[C@@H](CCC[NH3+])C(=O)[O-]
1859,MNXM8173,OCCc1c[nH]c2ccc(O)cc12
1860,MNXM82,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1
1861,MNXM820,[NH3+][C@@H](CCOC(=O)CCC(=O)[O-])C(=O)[O-]
1862,MNXM8206,CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
1863,MNXM821,CCC=O
1864,MNXM824,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO[C@]3(C(=O)[O-])C[C@@H](O[C@]4(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O4)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
1865,MNXM825,CCCCCCCCCCCCC[C@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1866,MNXM8255,CCCCC/C=C\\\\C/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
1867,MNXM826,O=C([O-])CCc1cccc(O)c1O
1868,MNXM827,C[C@H](CC[C@@H](O)[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
1869,MNXM8277,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)CO)CC[C@@H]12
1870,MNXM8289,CC/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCCCCC(=O)O[C@@H](CCC(=O)[O-])[N+](C)(C)C
1871,MNXM829,O=C([O-])CC1=CCC(=O)O1
1872,MNXM83,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-]
1873,MNXM8319,CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
1874,MNXM8331,CC(=O)N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H]1O
1875,MNXM834,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
1876,MNXM8340,OCC1OC(OCC2OC(O)C(O)C(O)C2O)C(O)C(O)C1O
1877,MNXM83408,Cc1cn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
1878,MNXM8348,OCC1OC(OCC2OC(OC3C(CO)OC(O)C(O)C3O)C(O)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
1879,MNXM8358,CCCCC/C=C\\\\C/C=C\\\\C/C=C\\\\C/C=C\\\\CCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
1880,MNXM83844,CCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
1881,MNXM8387,CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
1882,MNXM8391,C[C@@H](CCC(=O)NCC(=O)[O-])[C@H]1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
1883,MNXM83974,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC
1884,MNXM8398,
1885,MNXM8399,
1886,MNXM840,[NH3+]CC[C@H]([NH3+])C(=O)[O-]
1887,MNXM8400,
1888,MNXM8403,
1889,MNXM8404,
1890,MNXM8405,
1891,MNXM8410,
1892,MNXM8411,
1893,MNXM8413,
1894,MNXM8414,
1895,MNXM8415,
1896,MNXM8437,CC/C=C/CC/C=C/C/C=C/CC/C=C/CC/C=C/CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
1897,MNXM8440,COc1c(O)c(C)c(C/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CCC=C(C)C)c(O)c1OC
1898,MNXM8447,CC(=O)N[C@H]1C([*])O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
1899,MNXM852,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
1900,MNXM854,O=C([O-])C(=O)C[C@H](O)[C@@H](O)C(=O)[O-]
1901,MNXM8541,CCCCC/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
1902,MNXM8543,CCCCCCCCCCCCCCC[C@@H](O)[C@H](CO)NC([*])=O
1903,MNXM8558,CCCCC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
1904,MNXM856,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@H]([C@H](CC(N)=O)[C@@]6(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])[O-])[C@]6(C)[N+](=C1[C@@H](CCC(N)=O)[C@]6(C)CC(N)=O)[Co-2]753C[C@H]1O[C@@H](n3cnc5c(N)ncnc53)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
1905,MNXM857,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC2O[C@H]([C@@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
1906,MNXM8574,CC/C=C\\\\C/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
1907,MNXM8576,CCCCCCCC/C=C/CCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
1908,MNXM858,COc1cc(/C=C/C=O)ccc1O
1909,MNXM86,CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
1910,MNXM8600,
1911,MNXM8601,
1912,MNXM8602,
1913,MNXM863,CC1(CC(=O)[O-])/C2=C/c3[nH]c(c(CCC(=O)[O-])c3CC(=O)[O-])C=C3N=C(/C=C4\\\\[NH2+]/C(=C\\\\C(=N2)C1CCC(=O)[O-])C(C)(CC(=O)[O-])C4CCC(=O)[O-])C(CC(=O)[O-])=C3CCC(=O)[O-]
1914,MNXM8635,CCCCC/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCC(=O)O[C@@H](CCC(=O)[O-])[N+](C)(C)C
1915,MNXM8636,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1916,MNXM8637,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1917,MNXM866,O=P([O-])([O-])OC[C@@H](O)[C@@H](O)c1c[nH]c2ccccc12
1918,MNXM867,CC(C=O)CCC[C@@H](C)[C@H]1CCC2C3C(C[C@@H](O)[C@@]21C)C1(C)CC[C@H](O)CC1C[C@@H]3O
1919,MNXM8685,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1920,MNXM8691,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@@H](CO)O[C@]6(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O6)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@@H](CO)O[C@]4(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1921,MNXM8693,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@@H](CO)O[C@]6(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O6)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1922,MNXM8694,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO[C@]4(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O4)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1923,MNXM8695,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@]5(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O5)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@@H](CO)O[C@]4(C(=O)[O-])C[C@H](O)[C@@H](NC(C)=O)C([C@H](O)[C@H](O)CO)O4)O3)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
1924,MNXM87,O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
1925,MNXM8707,CCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
1926,MNXM871,[*]C(=O)OCC(COP(=O)([O-])OCC(O)COP(=O)([O-])[O-])OC([*])=O
1927,MNXM8711,CCCCCCC=O
1928,MNXM87121,CC(=O)NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C5OC6OC(CO)C(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCC(N)C(=O)O)C(=O)NC(C)C(=O)NC(C(=O)O)CCCC(NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C)OC5C4NC(C)=O)C(=O)NC(C)C(=O)NC(C(=O)O)CCCC(C(=O)NC(C)C(=O)NC(C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C)OC12)C7NC(C)=O)C(O)C6NC(C)=O)C(O)C3NC(C)=O
1929,MNXM87122,CC(=O)NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)[O-])C6NC(C)=O)C(O)C5NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)NC(C(=O)[O-])CCCC(C(=O)NC(C)C(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(C)OC12)C4NC(C)=O)C(O)C3NC(C)=O
1930,MNXM8714,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C
1931,MNXM87150,CCCCC[C@H](O)/C=C/[C@H]1OC(O)C[C@H](O)[C@@H]1C/C=C\\\\CCCC(=O)[O-]
1932,MNXM8716,CCCCCC/C=C\\\\CCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C
1933,MNXM8718,CCCCCC=O
1934,MNXM87343,Cc1cn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]c1=O
1935,MNXM874,Cc1ncc(CO)c(N)n1
1936,MNXM8744,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1CC3
1937,MNXM87584,O=C(O)[C@H]1C[C@H](O)CN1
1938,MNXM877,CC1=C2[N+]3=C(C=C4[N+]5=C(C(C)=C6N7[C@H]([C@H](CC(N)=O)[C@@]6(C)CCC(=O)[O-])[C@]6(C)[N+](=C1[C@@H](CCC(N)=O)[C@]6(C)CC(N)=O)[Co-2]753C[C@H]1O[C@@H](n3cnc5c(N)ncnc53)[C@H](O)[C@@H]1O)[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O
