,MetaNetX ID,SMILES
620,MNXM163786,CN1CC(=O)NC1=N
621,MNXM163801,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1C[C@@H](O)C2=O
622,MNXM163808,
623,MNXM163818,NC(=[NH2+])NCC(=O)[O-]
624,MNXM163840,O=P([O-])([O-])OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O
625,MNXM163844,O=C([O-])CC(=O)[O-]
626,MNXM163855,CC(=O)N[C@@H](CO)C(=O)N[C@H](CC(=O)[O-])C(=O)N[C@@H](CCCC[NH3+])C(=O)N1CCC[C@H]1C(=O)[O-]
627,MNXM163871,c1ccc2ccccc2c1
628,MNXM163889,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H]([NH3+])CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
629,MNXM163895,O=C(COP(=O)([O-])[O-])[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-]
630,MNXM1639,O=C([O-])Cc1cccc(O)c1
631,MNXM163900,C[C@@H](C=O)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
632,MNXM163903,C/C=C(\\\\C)C(=O)OC(CC(=O)[O-])C[N+](C)(C)C
633,MNXM163905,CCCCCCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
634,MNXM163910,CC(=O)N[C@H]1[C@H](NC(=O)C[C@H](NC([*])=O)C(=O)N[*])O[C@H](CO)[C@@H](O)[C@@H]1O
635,MNXM163916,O=C([O-])CCCCCCCCCO
636,MNXM163917,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CCC(=O)C[C@H]1C[C@H]3O
637,MNXM163918,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CCC(=O)C[C@H]1C[C@H]3O
638,MNXM164,O=C([O-])c1ccc(O)cc1
639,MNXM164061,CCCCC/C=C/C=C1/C(=O)C=C[C@@H]1C/C=C\\\\CCCC(=O)[O-]
640,MNXM1641,C[C@@](CO)(OP(=O)([O-])[O-])[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
641,MNXM164166,CC(C)CCC[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
642,MNXM1642,C[C@](O)(CO)[C@H](O)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
643,MNXM164259,CC/C=C\\\\C/C=C\\\\C/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
644,MNXM164321,O=C([O-])C(=O)C[C@H](O)C(=O)CO
645,MNXM164351,NCCc1cc(O)c(O)c(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c1
646,MNXM164352,[NH3+]C(Cc1cc(O)c(O)c(SC[C@H](NC(=O)CC[C@H]([NH3+])C(=O)[O-])C(=O)NCC(=O)[O-])c1)C(=O)[O-]
647,MNXM164499,CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)[O-])O[C@H]1[C@H](O)[C@H](O)COP(=O)([O-])[O-]
648,MNXM1645,Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)COP(=O)([O-])O)CN2
649,MNXM164507,CC/C=C\\\\C/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
650,MNXM164674,CC/C=C\\\\C/C=C\\\\C/C=C\\\\CCCCCCCC(=O)OC1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1
651,MNXM164676,CCCCCC/C=C\\\\CCCCCCCC(=O)OC1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@@]2(C)[C@H]3CC[C@@H]2[C@H](C)CCCC(C)C)C1
652,MNXM164685,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
653,MNXM164715,O=P([O-])([O-])OC[C@H]1OC(O)(COP(=O)([O-])[O-])[C@@H](O)[C@H]1O
654,MNXM164716,O=P(O)(O)OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@H]1O
655,MNXM164755,COC(=O)[C@H]1[C@@H](O)C[C@@H]2CC[C@H]1[NH+]2C
656,MNXM1648,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC2O[C@H]([C@H](O)CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
657,MNXM164818,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@H]3NC(C)=O)[C@H](O[C@]3(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O3)[C@H]2O)[C@H](O)[C@H]1O)NC([*])=O
658,MNXM164995,CC(=O)NCCc1c[nH]c2ccc(O)cc12
659,MNXM165,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
660,MNXM165014,O=CNc1ccccc1C(=O)[O-]
661,MNXM165094,C=C(C)[C@@H]1CC=C(C=O)CC1
662,MNXM165122,[NH3+][C@@H](CCC(=O)N[C@@H](CSCO)C(=O)NCC(=O)[O-])C(=O)[O-]
663,MNXM165172,CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
664,MNXM165175,C[C@H](CC[C@@H](O)[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
665,MNXM165186,CCCCC/C=C\\\\C/C=C\\\\CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
666,MNXM165187,CCCCC/C=C\\\\C/C=C\\\\C/C=C\\\\CCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
667,MNXM165192,CCCCCCCCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
668,MNXM165232,O=C([O-])CCc1c2[nH]c(c1CC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])C2
669,MNXM1653,CCCCCC(=O)[O-]
670,MNXM165514,CCCCCCCC/C=C\\\\CCCCCCCCCC(=O)[O-]
671,MNXM165539,CCCCC[C@H](O)/C=C/C=C\\\\C/C=C\\\\CCCCCCC(=O)O
672,MNXM165560,O=C([O-])C1=[NH+]CCC1
673,MNXM165561,O=CCCC(=O)C(=O)[O-]
674,MNXM1657,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CCCC=C1
675,MNXM1660,O=C(O)[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O
676,MNXM166068,CCCCC/C=C\\\\C/C=C\\\\CC(O)CC(=O)SCCNC(=O)OCNC(=O)C(O)C(C)(C)CCP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
677,MNXM1661,O=P([O-])(O)OC1OC(C(O)CO)C(O)C(O)C1O
678,MNXM166207,CC(C)=CC(=O)NCC(=O)O
679,MNXM166234,CCCCC/C=C\\\\C/C=C\\\\CC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
680,MNXM166235,CCCCC/C=C\\\\C/C=C\\\\CCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
681,MNXM166236,CCCCC/C=C\\\\C/C=C\\\\CC=CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
682,MNXM166245,CCCCC/C=C/CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
683,MNXM166247,CCCCC/C=C\\\\C/C=C\\\\CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
684,MNXM166287,CC(C)CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3
685,MNXM1663,[*]C(=O)CCCCC(S)CCS
686,MNXM1665,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\\\\CCC(C)CCOP(=O)([O-])[O-]
687,MNXM166598,Nc1ccc(O)cc1C(=O)C[C@H]([NH3+])C(=O)[O-]
688,MNXM1667,O=P([O-])([O-])OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
689,MNXM166901,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O
690,MNXM167,OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
691,MNXM1670,CC(C)CCO
692,MNXM167435,CCCCC/C=C\\\\CC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]
693,MNXM167466,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1[NH+]2C
694,MNXM167472,CC1=C(CCC(=O)O)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(CCC(=O)O)c5C)C(CCC(=O)O)=C4C)c(CCC(=O)O)c3C
695,MNXM1675,C[C@H](O)[C@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-]
696,MNXM1676,C[Se]CC[C@H]([NH3+])C(=O)[O-]
697,MNXM1679,CC(=O)NCCCC[NH2+]CCC[NH3+]
698,MNXM168,Nc1ncnc2[nH]cnc12
699,MNXM1680,CC(=O)N[C@H]1C(O)O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]1O
700,MNXM1683,O=[PH]([O-])[O-]
701,MNXM1688,C=C(O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O)C(=O)[O-]
702,MNXM168925,CCCCCC(=O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-]
703,MNXM1692,[NH3+]CCP(=O)([O-])O
704,MNXM169240,[NH3+]C(Cc1ccc(Oc2ccc(O)cc2)c(I)c1)C(=O)[O-]
705,MNXM1693,O=C(O)CCC(=O)C=CC=C(O)C(=O)O
706,MNXM1694,C[C@](O)(C(=O)[O-])[C@H](CC(=O)[O-])C(=O)[O-]
707,MNXM1697,C[C@H](C[NH3+])OP(=O)([O-])[O-]
708,MNXM17,O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
709,MNXM1705,Cc1ncc(C[n+]2c(C(C)O)sc(CCOP(=O)([O-])OP(=O)([O-])[O-])c2C)c(N)n1
710,MNXM1706,CC(C)/C(=C/C(=O)[O-])C(=O)[O-]
711,MNXM17065,O=C1O[C@H](CO)C([O-])=C1O
712,MNXM1707,COc1cccc(C/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CCC=C(C)C)c1O
713,MNXM17108,O=C[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@H]1O
714,MNXM1711,CC(C)CC=O
715,MNXM1715,O=P([O-])([O-])O[C@H]1[C@@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])OP(=O)([O-])[O-])[C@@H]1OP(=O)([O-])[O-]
716,MNXM172,O=CCCC(=O)[O-]
717,MNXM1721,CC(C)=CCC/C(C)=C\\\\CC/C(C)=C\\\\CC/C(C)=C\\\\CC/C(C)=C\\\\CC/C(C)=C\\\\CC/C(C)=C\\\\CC/C(C)=C\\\\CC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O
718,MNXM1722,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O
719,MNXM173,
720,MNXM17312,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC
721,MNXM1734,O=C([O-])[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO
722,MNXM174,O=c1[nH]c(=O)c2nc[nH]c2[nH]1
723,MNXM1741,C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3)C(C)C
724,MNXM1742,[NH3+][C@@H](CCCC[NH2+]CC(=O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)[O-]
725,MNXM1744,CC(=O)CO
726,MNXM1745,O=CCc1c[nH]cn1
727,MNXM1746,N#CCc1c[nH]c2ccccc12
728,MNXM1748,C[C@H](O)[C@@H](O)[C@@H](O)C(=O)CO
729,MNXM1749,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O
730,MNXM1750,C[C@H](O)[C@H](O)[C@@H](O)C(=O)CO
731,MNXM1754,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@H]2NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
732,MNXM1756,NC(=[NH2+])NCCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-]
733,MNXM1757,O=C([O-])CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-]
734,MNXM1763,O=CCC[C@H](NC(=O)CCC(=O)[O-])C(=O)[O-]
735,MNXM1771,CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCCCCC
736,MNXM1773,CCCCCC/C=C\\\\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](O)CO)OC(=O)CCCCCCCCC/C=C\\\\CCCCCC
737,MNXM1777,[NH3+]C(CCSC1OC(CO)C(O)C1O)C(=O)[O-]
738,MNXM1779,C[C@H](CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O
739,MNXM1783,COC1=C(OC)C(=O)C(C/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CCC=C(C)C)=C(C)C1=O
740,MNXM1786,[NH3+][C@H]1CO[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O
741,MNXM1788,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/[C@@H]1[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@]1(C)CC/C=C(\\\\C)CC/C=C(\\\\C)CCC=C(C)C
742,MNXM179,C[C@@H](O)C(=O)[O-]
743,MNXM1792,C/C(C(=O)[O-])=C(\\\\CC(=O)[O-])C(=O)[O-]
744,MNXM1793,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O
745,MNXM17986,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)O[C@@H](O)[C@@H](O)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O
746,MNXM1799,O=C(O)C=Cc1cccc(O)c1
747,MNXM17991,[*][C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
748,MNXM1802,[NH3+][C@H](C(=O)[O-])[C@H](O)CO
749,MNXM1804,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3
750,MNXM1805,NC(=O)NC1=NC(=O)N[C@@]1(O)C(=O)[O-]
751,MNXM181,[*]c1c([*])c([*])c([*])c(O)c1O
752,MNXM1812,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
753,MNXM182,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
754,MNXM1820,OC[C@H](O)[C@H](O)[C@H](O)CO
755,MNXM183,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)C[C@H]1CN2
756,MNXM1833,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-]
757,MNXM18346,CCCCCCCCCCCCCCCCC=O
758,MNXM1837,[NH3+][C@@H](CC[Se]C[C@H]([NH3+])C(=O)[O-])C(=O)[O-]
759,MNXM1839,CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
760,MNXM184,[*]SC(=O)CC(=O)O
761,MNXM1848,CCCCCCCC/C=C\\\\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]
762,MNXM18575,
763,MNXM186,O=C(CO)[C@@H](O)[C@H](O)COP(=O)([O-])[O-]
764,MNXM1860,O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1
765,MNXM1861,C=C(O[C@H]1C=C[C@H](C(=O)CCC(=O)[O-])[C@@H](C(=O)[O-])[C@@H]1O)C(=O)[O-]
766,MNXM1865,[NH3+]CCC[C@H]([NH3+])CC(=O)[O-]
767,MNXM187,[NH3+]CCOP(=O)([O-])[O-]
768,MNXM1870,CCCCCCCCCCCC(=O)O[C@H](CCCCCCCCCCC)CC(=O)N[C@H]1[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H](OC(=O)C[C@H](O)CCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@@H](OP(=O)([O-])[O-])[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC
769,MNXM1872,CC(=O)N[C@@H](CCCC(=O)C(=O)[O-])C(=O)[O-]
770,MNXM1875,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)C[*]
771,MNXM188,Nc1ccccc1C(=O)[O-]
772,MNXM1886,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1ccccc1O
773,MNXM189,O=C([O-])[C@H](O)CO
774,MNXM1895,NC(=[NH2+])NCCCC=O
775,MNXM1897,O=C([O-])C[C@@H](O)[C@H](O)C(=O)CO
776,MNXM1899,COc1cc(O)c(C)c(C/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CCC=C(C)C)c1O
777,MNXM19,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O
778,MNXM1902,C[C@H](O)C(=O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
779,MNXM1903,COC1=CC(=O)C=C(C/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CCC=C(C)C)C1=O
780,MNXM191,COc1c(O)c(C)c(C/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CC/C=C(\\\\C)CCC=C(C)C)c(O)c1OC
781,MNXM19120,[NH3+]CCCCC([NH3+])C(=O)N1CCCC1C(=O)[O-]
782,MNXM1915,O=C([O-])c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1
783,MNXM1919,O=C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO
784,MNXM192,[NH3+]CCCC(=O)[O-]
785,MNXM1922,O=c1[nH]cnc2c1ncn2[C@H]1C[C@H](O)[C@@H](COP(=O)([O-])[O-])O1
786,MNXM1927,O=C([O-])[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
787,MNXM193,C[C@@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3cnc4c(=O)[nH]c(N)nc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
788,MNXM194,O=C([O-])c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c1
789,MNXM1947,CC(C)CCCC(C)CCCC(C)CCCC(C)C=O
790,MNXM1949,O=C([O-])CS(=O)(=O)[O-]
791,MNXM1953,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)[O-]
792,MNXM1954,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-]
793,MNXM1955,CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\\\\C)CC/C=C(\\\\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCCC[NH3+])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-]
794,MNXM196,[Fe]
795,MNXM1973,CC(=O)O[C@H](CO[*])COP(=O)([O-])OCC[N+](C)(C)C
796,MNXM1978,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OC(=O)c2cccc(O)c2O)[C@@H](O)[C@H]1O
797,MNXM198,OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
798,MNXM1984,[NH2+]=CC(=O)[O-]
799,MNXM1985,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](OP(=O)([O-])[O-])[C@H]1O
800,MNXM1986,NC(Cc1ccc(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
801,MNXM199,CC(C)[C@H]([NH3+])C(=O)[O-]
802,MNXM19927,CCCCCCCCC=O
803,MNXM1996,O=c1nc2n(C[C@H](O)[C@H](O)[C@H](O)CO)c3cc(O)ccc3cc-2c(=O)[nH]1
804,MNXM20,O=C([O-])CCC(=O)C(=O)[O-]
805,MNXM2011,O=C([O-])[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO
806,MNXM2024,O=CNC(=O)/C=C\\\\C(=O)[O-]
807,MNXM2026,CCCCCCCCCCCCCCCC(=O)S[*]
